code,name,address,latitude,longitude,summary,description,휴무일,운영시간,imageUrl,category
P0986,창천근린공원,서울특별시 서대문구 연세로2라길 19 (창천동),37.55751609,126.9403038,창천근린공원은(는) 서울의 대표적인 명소입니다.,창천근린공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0987,창희보석예술관,서울특별시 강남구 압구정로 210 (신사동),37.52774624,127.0301369,창희보석예술관은(는) 서울의 대표적인 명소입니다.,창희보석예술관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0988,채석장 전망대,서울 종로구 낙산5길 51,37.57831145,127.0116072,채석장 전망대은(는) 서울의 대표적인 명소입니다.,채석장 전망대은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0989,천도교 중앙대교당,서울특별시 종로구 삼일대로 457 (경운동),37.57528783,126.9861675,천도교 중앙대교당은(는) 서울의 대표적인 명소입니다.,천도교 중앙대교당은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0990,천연동 황톳길,서울 마포구 마포대로11길 15-7,37.54858247,126.9531777,천연동 황톳길은(는) 서울의 대표적인 명소입니다.,천연동 황톳길은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0991,천왕근린공원,서울특별시 구로구 천왕동 878,37.476423,126.841754,천왕근린공원은(는) 서울의 대표적인 명소입니다.,천왕근린공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0992,천축사(서울),서울특별시 도봉구 도봉산길 92-2 (도봉동),37.69421362,127.0193655,천축사(서울)은(는) 서울의 대표적인 명소입니다.,천축사(서울)은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0993,천호공원,서울특별시 강동구 올림픽로 702,37.54394767,127.1255384,천호공원은(는) 서울의 대표적인 명소입니다.,천호공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0994,천호자전거거리,서울특별시 강동구 천호동,37.54222186,127.1286689,천호자전거거리은(는) 서울의 대표적인 명소입니다.,천호자전거거리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0995,청계8경 버들습지,서울특별시 성동구 용답동 179,37.57232303,127.0399045,청계8경 버들습지은(는) 서울의 대표적인 명소입니다.,청계8경 버들습지은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0996,청계광장,서울 중구 태평로1가 1,37.56907469,126.9775921,청계광장은(는) 서울의 대표적인 명소입니다.,청계광장은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0997,청계산,서울특별시 서초구 원지동,37.44331172,127.048637,청계산은(는) 서울의 대표적인 명소입니다.,청계산은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0998,청계산 수변공원,서울 서초구 신원동 298-1,37.45164785,127.0529371,청계산 수변공원은(는) 서울의 대표적인 명소입니다.,청계산 수변공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0999,청계천,서울 종로구 서린동 148,37.56914697,126.9786471,청계천은(는) 서울의 대표적인 명소입니다.,청계천은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1000,청계천박물관,서울 성동구 청계천로 530,37.57129886,127.035107,청계천박물관은(는) 서울의 대표적인 명소입니다.,청계천박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1001,청기와양복점,서울 은평구 통일로 697,37.60817094,126.9316857,청기와양복점은(는) 서울의 대표적인 명소입니다.,청기와양복점은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1002,청담근린공원,서울특별시 강남구 청담동 66,37.52107128,127.0512327,청담근린공원은(는) 서울의 대표적인 명소입니다.,청담근린공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1003,청담도로공원,서울특별시 강남구 삼성동 80,37.52104773,127.0627032,청담도로공원은(는) 서울의 대표적인 명소입니다.,청담도로공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1004,청담동 명품거리,서울 강남구 압구정로 448,37.52612624,127.046048,청담동 명품거리은(는) 서울의 대표적인 명소입니다.,청담동 명품거리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1005,청담패션거리,서울특별시 강남구 청담동,37.52502933,127.049233,청담패션거리은(는) 서울의 대표적인 명소입니다.,청담패션거리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1006,청량사(서울),서울특별시 동대문구 제기로31길 10-3 청량사,37.58823375,127.0470522,청량사(서울)은(는) 서울의 대표적인 명소입니다.,청량사(서울)은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1007,청룡사(서울),서울특별시 종로구 동망산길 65 (숭인동),37.57970152,127.0167012,청룡사(서울)은(는) 서울의 대표적인 명소입니다.,청룡사(서울)은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1008,청와대,서울 종로구 효자동 196,37.58188773,126.9732137,청와대은(는) 서울의 대표적인 명소입니다.,청와대은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1009,청운공원,서울 종로구 청운동 7-4,37.59100222,126.9663579,청운공원은(는) 서울의 대표적인 명소입니다.,청운공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1010,청운문학도서관,서울특별시 종로구 자하문로36길 40 (청운동),37.59037743,126.9659186,청운문학도서관은(는) 서울의 대표적인 명소입니다.,청운문학도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1011,청전이상범 가옥,서울 종로구 필운대로 31-7,37.57885451,126.9684025,청전이상범 가옥은(는) 서울의 대표적인 명소입니다.,청전이상범 가옥은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1012,청화랑,서울특별시 강남구 삼성로147길 4 (청담동),37.52273774,127.047651,청화랑은(는) 서울의 대표적인 명소입니다.,청화랑은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1013,초대길,서울특별시 강북구 4.19로 114,37.64344107,127.0028306,초대길은(는) 서울의 대표적인 명소입니다.,초대길은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1014,초안산,서울특별시 노원구 월계동,37.61991919,127.0629877,초안산은(는) 서울의 대표적인 명소입니다.,초안산은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1015,초안산근린공원 맨발 황톳길,서울 도봉구 창동 677  ,37.64915283,127.0400853,초안산근린공원 맨발 황톳길은(는) 서울의 대표적인 명소입니다.,초안산근린공원 맨발 황톳길은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1016,초전섬유·퀼트박물관,서울특별시 중구 퇴계로18길 66 (남산동1가),37.55812812,126.9842295,초전섬유·퀼트박물관은(는) 서울의 대표적인 명소입니다.,초전섬유·퀼트박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1017,최순우 옛집,서울특별시 성북구 성북로15길 9 (성북동),37.59297685,127.0003499,최순우 옛집은(는) 서울의 대표적인 명소입니다.,최순우 옛집은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1018,춘원당 한의약박물관,서울 종로구 돈화문로9길 27,37.57149289,126.9903216,춘원당 한의약박물관은(는) 서울의 대표적인 명소입니다.,춘원당 한의약박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1019,충무공 이순신 동상,서울특별시 종로구 세종로 1-68,37.57243248,126.9769018,충무공 이순신 동상은(는) 서울의 대표적인 명소입니다.,충무공 이순신 동상은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1020,충무로 인쇄골목,서울특별시 중구 퇴계로37길 14 (충무로4가),37.5619342,126.9940015,충무로 인쇄골목은(는) 서울의 대표적인 명소입니다.,충무로 인쇄골목은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1021,충무로영상센터 오재미동,서울특별시 중구 퇴계로 지하214 (필동2가) 충무로역사 지하1층,37.5612891,126.9942074,충무로영상센터 오재미동은(는) 서울의 대표적인 명소입니다.,충무로영상센터 오재미동은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1022,커뮤니티하우스마실,서울특별시 중구 명동11길 14 (명동1가),37.56464474,126.9862184,커뮤니티하우스마실은(는) 서울의 대표적인 명소입니다.,커뮤니티하우스마실은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1023,케이스타로드(KstarROAD),서울특별시 강남구 압구정동 394,37.52808838,127.0299913,케이스타로드(KstarROAD)은(는) 서울의 대표적인 명소입니다.,케이스타로드(KstarROAD)은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1024,코엑스,서울 강남구 영동대로 513,37.51266138,127.0588278,코엑스은(는) 서울의 대표적인 명소입니다.,코엑스은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1025,코엑스 아쿠아리움,서울특별시 강남구 영동대로 513 (삼성동),37.51182391,127.059159,코엑스 아쿠아리움은(는) 서울의 대표적인 명소입니다.,코엑스 아쿠아리움은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1026,코엑스동측광장,서울특별시 강남구 영동대로 513 (삼성동),37.51182391,127.059159,코엑스동측광장은(는) 서울의 대표적인 명소입니다.,코엑스동측광장은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1027,쾨닉 서울,서울특별시 용산구 소월로38길 30-34 (이태원동) B1F,37.54409716,126.9902531,쾨닉 서울은(는) 서울의 대표적인 명소입니다.,쾨닉 서울은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1028,크라운해태 키즈뮤지엄,서울특별시 용산구 한강대로72길 3 (남영동) 지하1층,37.54071137,126.9736378,크라운해태 키즈뮤지엄은(는) 서울의 대표적인 명소입니다.,크라운해태 키즈뮤지엄은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1029,클럽케이서울,"서울특별시 강남구 선릉로 524 (삼성동) (B101호, B102호, B201호)",37.50665507,127.0483862,클럽케이서울은(는) 서울의 대표적인 명소입니다.,클럽케이서울은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1030,키즈런스포츠파크 목동점,"서울특별시 양천구 목동동로 401 (목동, 부영그린타운2차) 지하1층 B101호",37.53637527,126.8811263,키즈런스포츠파크 목동점은(는) 서울의 대표적인 명소입니다.,키즈런스포츠파크 목동점은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1031,키즈오토파크,서울특별시 광진구 능동로 216,37.55201179,127.0787702,키즈오토파크은(는) 서울의 대표적인 명소입니다.,키즈오토파크은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1032,탄천,서울 송파구 삼전동,37.39027978,127.1211274,탄천은(는) 서울의 대표적인 명소입니다.,탄천은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1033,탈영역우정국,서울특별시 마포구 독막로20길 42 (창전동),37.54695056,126.9276124,탈영역우정국은(는) 서울의 대표적인 명소입니다.,탈영역우정국은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1034,탑골공원,서울 종로구 종로 99,37.57116655,126.9883452,탑골공원은(는) 서울의 대표적인 명소입니다.,탑골공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1035,탑골공원 팔각정,서울특별시 종로구 종로 99 (종로2가),37.5706125,126.9880587,탑골공원 팔각정은(는) 서울의 대표적인 명소입니다.,탑골공원 팔각정은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1036,"태릉, 강릉",서울 노원구 화랑로 681,37.63015392,127.0974737,"태릉, 강릉은(는) 서울의 대표적인 명소입니다.","태릉, 강릉은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.",연중무휴,상시개방,https://example.com/image.jpg,문화재
P1037,태릉강릉,서울특별시 노원구 화랑로 681 (공릉동),37.63015392,127.0974737,태릉강릉은(는) 서울의 대표적인 명소입니다.,태릉강릉은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1038,템플스테이 홍보관,서울특별시 종로구 우정국로 56 (견지동),37.5739364,126.983186,템플스테이 홍보관은(는) 서울의 대표적인 명소입니다.,템플스테이 홍보관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1039,토성산성어울길,서울 송파구 올림픽로 424,37.52273726,127.1187971,토성산성어울길은(는) 서울의 대표적인 명소입니다.,토성산성어울길은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1040,통인시장,서울 종로구 자하문로15길 18,37.580767,126.9699476,통인시장은(는) 서울의 대표적인 명소입니다.,통인시장은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1041,틴틴홀,서울특별시 종로구 대학로10길 24 (동숭동),37.58160041,127.0035539,틴틴홀은(는) 서울의 대표적인 명소입니다.,틴틴홀은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1042,파크하비오 워터킹덤&스파,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오)",37.47968706,127.1249798,파크하비오 워터킹덤&스파은(는) 서울의 대표적인 명소입니다.,파크하비오 워터킹덤&스파은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1043,포니정홀,서울특별시 강남구 영동대로 520,37.51364005,127.0611371,포니정홀은(는) 서울의 대표적인 명소입니다.,포니정홀은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1044,포수마을 만화도서관,서울 은평구 응암동 95-1,37.60056857,126.9274744,포수마을 만화도서관은(는) 서울의 대표적인 명소입니다.,포수마을 만화도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1045,포스코미술관,서울특별시 강남구 테헤란로 440,37.50581497,127.056131,포스코미술관은(는) 서울의 대표적인 명소입니다.,포스코미술관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1046,폭포책방 아름인도서관,서울특별시 서대문구 연희로 262-24 (홍은동),37.58129481,126.9370198,폭포책방 아름인도서관은(는) 서울의 대표적인 명소입니다.,폭포책방 아름인도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1047,표갤러리,서울특별시 종로구 자하문로5길 18-4,37.5778945,126.9708296,표갤러리은(는) 서울의 대표적인 명소입니다.,표갤러리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1048,푸른수목원,서울 구로구 연동로 240,37.48398334,126.8254134,푸른수목원은(는) 서울의 대표적인 명소입니다.,푸른수목원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1049,풍납백제문화공원,서울특별시 송파구 한가람로 14길 16,37.53581048,127.1152816,풍납백제문화공원은(는) 서울의 대표적인 명소입니다.,풍납백제문화공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1050,풍납토성,서울 송파구 풍납동 73-1,37.5393939,127.1207301,풍납토성은(는) 서울의 대표적인 명소입니다.,풍납토성은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1051,플랫폼엘,서울특별시 강남구 언주로133길 11 (논현동),37.51605511,127.0343819,플랫폼엘은(는) 서울의 대표적인 명소입니다.,플랫폼엘은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1052,플로팅아일랜드,서울특별시 서초구 올림픽대로 2085-14 (반포동),37.5124362,126.9959623,플로팅아일랜드은(는) 서울의 대표적인 명소입니다.,플로팅아일랜드은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1053,피규어뮤지엄W,서울특별시 강남구 선릉로158길 3 (청담동),37.5257998,127.0403866,피규어뮤지엄W은(는) 서울의 대표적인 명소입니다.,피규어뮤지엄W은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1054,피크닉,서울특별시 중구 퇴계로6가길 30 (남창동),37.55697639,126.9781213,피크닉은(는) 서울의 대표적인 명소입니다.,피크닉은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1055,필소굿캘리,서울특별시 종로구 인사동길 55-1 (관훈동),37.5749008,126.9836674,필소굿캘리은(는) 서울의 대표적인 명소입니다.,필소굿캘리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1056,필운동 홍건익 가옥,서울특별시 종로구 필운대로1길 14-4 (필운동),37.57789417,126.9688633,필운동 홍건익 가옥은(는) 서울의 대표적인 명소입니다.,필운동 홍건익 가옥은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1057,하계어린이공원,서울특별시 노원구 하계동 2동 273-3,37.63218933,127.0690037,하계어린이공원은(는) 서울의 대표적인 명소입니다.,하계어린이공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1058,하늘공원,서울 마포구 상암동 481-72,37.5685397,126.8868838,하늘공원은(는) 서울의 대표적인 명소입니다.,하늘공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1059,하늘공원메타세콰이어길,서울 마포구 상암동 482-49,37.56610017,126.8831971,하늘공원메타세콰이어길은(는) 서울의 대표적인 명소입니다.,하늘공원메타세콰이어길은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1060,하동매실거리,서울특별시 성동구 용답동,37.56407582,127.0555791,하동매실거리은(는) 서울의 대표적인 명소입니다.,하동매실거리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1061,하이디하우스,서울특별시 서초구 성촌4길 11 (우면동),37.46702762,127.0218143,하이디하우스은(는) 서울의 대표적인 명소입니다.,하이디하우스은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1062,하이커 그라운드,서울특별시 중구 청계천로 40 한국관광공사 서울센터,37.56852858,126.9816273,하이커 그라운드은(는) 서울의 대표적인 명소입니다.,하이커 그라운드은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1063,학도암(서울),서울특별시 노원구 중계로14다길 89,37.65196737,127.0897714,학도암(서울)은(는) 서울의 대표적인 명소입니다.,학도암(서울)은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1064,한강,서울특별시 성동구 강변북로 257,37.53896166,127.0416039,한강은(는) 서울의 대표적인 명소입니다.,한강은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1065,한강 이랜드크루즈,서울 영등포구 여의동로 290,37.52567949,126.9384616,한강 이랜드크루즈은(는) 서울의 대표적인 명소입니다.,한강 이랜드크루즈은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1066,한강방어 백골부대 전적비,서울특별시 영등포구 여의동로 지하343 (여의도동) 여의나루역 2번 출구 근처,37.52708516,126.932864,한강방어 백골부대 전적비은(는) 서울의 대표적인 명소입니다.,한강방어 백골부대 전적비은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1067,한강예술공원,서울 영등포구 여의동로 330,37.52634747,126.9335954,한강예술공원은(는) 서울의 대표적인 명소입니다.,한강예술공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1068,한국가구박물관,서울 성북구 대사관로 121,37.60001763,126.9932214,한국가구박물관은(는) 서울의 대표적인 명소입니다.,한국가구박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P1069,한국금융사박물관,서울특별시 중구 세종대로 135-5 (태평로1가),37.56859523,126.9764331,한국금융사박물관은(는) 서울의 대표적인 명소입니다.,한국금융사박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
